age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
46;entrepreneur;married;unknown;no;-266;yes;no;unknown;12;may;276;7;-1;0;unknown;no
58;services;married;primary;no;-380;yes;no;cellular;18;jul;44;3;-1;0;unknown;no
52;retired;divorced;tertiary;no;427;no;no;cellular;9;jul;311;2;331;0;failure;no
45;blue-collar;single;secondary;no;455;yes;no;unknown;9;jul;366;7;-1;0;unknown;no
58;technician;married;tertiary;no;-694;no;no;cellular;26;may;381;1;-1;0;unknown;no
45;admin.;married;tertiary;no;1552;yes;no;cellular;24;jul;116;1;-1;0;unknown;no
49;management;married;unknown;no;214;yes;no;cellular;20;may;283;2;-1;0;unknown;no
37;unemployed;divorced;secondary;no;668;yes;no;unknown;21;aug;725;3;-1;0;unknown;no
41;management;married;secondary;no;1410;yes;no;cellular;27;jun;168;3;-1;1;unknown;no
33;technician;married;unknown;no;-391;yes;no;unknown;7;aug;697;1;-1;1;unknown;no
50;management;single;primary;no;2962;no;no;cellular;30;may;199;2;-1;2;unknown;no
28;student;married;secondary;no;52;yes;no;cellular;27;aug;604;4;-1;1;unknown;no
48;self-employed;married;tertiary;no;4077;yes;no;cellular;11;jul;444;1;-1;0;unknown;no
38;services;single;secondary;yes;-451;no;yes;cellular;11;jul;300;4;-1;0;unknown;no
52;blue-collar;married;tertiary;no;3720;yes;no;unknown;6;may;393;2;-1;1;unknown;no
48;services;married;secondary;no;-456;no;no;cellular;22;mar;559;2;-1;0;unknown;yes
59;blue-collar;married;secondary;no;13128;no;yes;cellular;10;jul;98;1;-1;1;unknown;no
48;unemployed;married;secondary;no;-477;yes;no;unknown;9;jul;770;3;-1;0;unknown;yes
23;blue-collar;divorced;secondary;no;2255;yes;no;cellular;21;may;402;1;-1;2;unknown;no
39;blue-collar;married;secondary;no;-137;yes;no;telephone;7;jun;117;1;481;0;other;no
28;technician;single;secondary;no;1342;no;no;cellular;4;may;560;1;-1;2;unknown;no
35;blue-collar;married;secondary;no;153;no;no;unknown;27;jun;319;2;-1;2;unknown;no
56;entrepreneur;single;tertiary;no;-532;yes;no;cellular;2;may;470;2;-1;0;unknown;no
47;services;divorced;tertiary;no;-833;no;no;cellular;29;may;273;2;-1;2;unknown;no
33;blue-collar;married;tertiary;no;12561;yes;no;unknown;22;jun;513;1;-1;1;unknown;yes
29;blue-collar;divorced;secondary;no;280;yes;yes;cellular;11;jul;173;1;-1;0;unknown;no
40;management;single;secondary;no;-842;yes;no;telephone;18;may;221;1;-1;2;unknown;no
27;blue-collar;single;primary;no;584;no;yes;unknown;10;nov;441;5;-1;1;unknown;no
33;blue-collar;married;primary;no;1285;yes;no;unknown;13;jan;778;1;-1;0;unknown;no
43;admin.;single;unknown;no;-364;no;no;cellular;22;jul;298;3;-1;0;unknown;no
52;housemaid;married;primary;no;-360;yes;no;telephone;29;jun;529;6;-1;2;unknown;no
46;blue-collar;divorced;tertiary;no;175;no;no;telephone;8;jul;497;3;67;0;failure;no
18;admin.;divorced;primary;no;2750;no;no;cellular;17;aug;742;1;-1;0;unknown;no
43;retired;married;secondary;no;312;no;no;cellular;27;jun;133;1;491;0;other;no
41;retired;divorced;tertiary;no;3837;no;no;telephone;1;jun;385;1;-1;0;unknown;no
44;admin.;divorced;primary;no;2499;yes;no;cellular;1;jul;359;3;-1;0;unknown;no
57;blue-collar;married;tertiary;no;-28;no;no;cellular;20;may;386;1;-1;2;unknown;no
18;technician;married;secondary;no;-672;yes;no;telephone;5;aug;194;1;-1;0;unknown;no
34;management;married;secondary;no;-26;yes;no;cellular;31;jun;305;1;-1;1;unknown;no
46;management;married;secondary;no;957;no;no;telephone;4;aug;601;1;-1;0;unknown;no
23;management;married;secondary;no;264;no;no;cellular;23;may;139;1;-1;1;unknown;no
55;blue-collar;divorced;tertiary;no;1168;yes;no;cellular;10;jul;439;1;-1;0;unknown;no
44;technician;married;tertiary;no;1700;no;no;cellular;29;jun;255;2;-1;1;unknown;no
49;technician;single;secondary;no;965;yes;yes;cellular;27;may;369;1;328;3;other;no
34;technician;single;tertiary;no;-67;yes;no;telephone;25;apr;246;1;39;0;failure;no
49;blue-collar;single;secondary;no;944;yes;no;unknown;20;jul;600;2;-1;1;unknown;no
51;blue-collar;married;tertiary;no;9355;no;yes;telephone;7;nov;119;1;-1;1;unknown;no
42;blue-collar;married;secondary;no;-653;no;no;cellular;4;jul;372;2;-1;0;unknown;no
42;blue-collar;single;tertiary;no;885;no;no;telephone;9;jul;636;3;-1;0;unknown;yes
43;entrepreneur;married;tertiary;no;5950;yes;no;unknown;3;jan;389;1;-1;0;unknown;no
31;retired;married;tertiary;no;-561;no;no;cellular;25;aug;161;2;-1;1;unknown;no
38;blue-collar;single;tertiary;no;2084;yes;no;cellular;9;may;156;1;-1;2;unknown;yes
38;technician;married;secondary;no;2511;yes;yes;cellular;14;jan;367;1;-1;0;unknown;yes
44;admin.;married;tertiary;no;-650;no;no;cellular;20;jul;62;1;-1;0;unknown;no
50;admin.;married;secondary;no;1336;no;no;telephone;22;jun;452;2;-1;0;unknown;no
29;technician;married;secondary;no;-64;no;no;telephone;19;may;85;1;-1;0;unknown;no
39;services;single;tertiary;no;132;no;no;cellular;23;apr;121;1;744;0;success;no
56;entrepreneur;married;tertiary;no;-108;yes;yes;cellular;4;jan;871;1;-1;0;unknown;no
32;management;divorced;primary;no;3175;yes;yes;cellular;9;jul;767;2;-1;3;unknown;no
31;blue-collar;divorced;secondary;no;80;no;no;unknown;24;may;224;1;-1;0;unknown;no
42;blue-collar;married;primary;no;-210;yes;no;cellular;23;aug;666;1;-1;0;unknown;no
49;management;married;secondary;no;-198;no;no;cellular;20;may;162;1;-1;0;unknown;no
40;entrepreneur;married;tertiary;no;-120;yes;no;cellular;30;jul;455;2;-1;1;unknown;yes
54;retired;divorced;tertiary;no;-527;yes;no;telephone;31;jun;701;6;-1;0;unknown;yes
49;blue-collar;single;tertiary;no;-216;no;no;cellular;3;may;184;2;-1;1;unknown;no
49;self-employed;married;primary;no;334;no;no;cellular;18;feb;84;1;-1;1;unknown;no
46;services;married;tertiary;no;743;yes;no;cellular;28;jun;338;1;-1;0;unknown;no
64;blue-collar;married;secondary;no;2756;yes;no;telephone;11;jul;177;1;735;0;success;no
38;admin.;married;unknown;no;495;yes;yes;unknown;2;jul;188;1;-1;1;unknown;no
19;management;married;primary;no;-218;yes;no;telephone;4;nov;120;1;-1;1;unknown;no
57;student;married;secondary;no;-501;no;no;telephone;23;aug;15;6;-1;0;unknown;no
35;self-employed;single;secondary;no;572;yes;no;cellular;29;sep;202;1;-1;0;unknown;no
41;services;married;secondary;no;75;yes;no;unknown;22;may;219;1;-1;1;unknown;no
54;management;married;primary;no;108;no;no;unknown;2;may;161;2;-1;1;unknown;no
23;blue-collar;single;primary;no;526;no;no;cellular;13;aug;116;3;-1;2;unknown;no
27;management;divorced;primary;no;943;yes;no;unknown;11;may;566;1;-1;1;unknown;no
23;blue-collar;married;secondary;no;536;no;no;cellular;29;jul;391;3;762;1;success;no
32;services;divorced;secondary;no;25;yes;yes;unknown;17;aug;90;4;-1;2;unknown;no
45;blue-collar;married;secondary;no;-408;yes;no;cellular;8;may;352;2;-1;0;unknown;no
46;blue-collar;single;secondary;no;-306;no;no;cellular;18;may;145;1;-1;1;unknown;yes
43;management;married;secondary;no;1661;yes;no;unknown;24;may;533;1;-1;0;unknown;yes
25;management;single;secondary;no;-182;no;no;cellular;19;may;163;2;9;0;failure;no
18;retired;married;secondary;no;-615;no;no;cellular;13;may;604;1;-1;1;unknown;no
41;management;divorced;secondary;no;2597;no;no;cellular;23;may;576;1;125;0;failure;no
35;technician;divorced;tertiary;yes;-473;yes;no;telephone;10;jan;423;3;205;0;failure;no
45;technician;married;secondary;no;236;yes;no;telephone;4;may;160;4;-1;0;unknown;no
47;technician;married;secondary;no;892;no;no;unknown;27;may;246;1;-1;0;unknown;no
41;retired;married;tertiary;no;200;no;no;cellular;23;jan;270;4;-1;0;unknown;yes
48;retired;married;primary;no;-808;no;no;unknown;23;jun;326;1;-1;0;unknown;no
42;retired;single;tertiary;no;720;yes;no;cellular;28;may;638;2;-1;1;unknown;no
46;management;single;tertiary;no;3232;no;yes;cellular;23;apr;225;6;778;1;failure;no
33;blue-collar;married;tertiary;no;1508;yes;no;cellular;1;apr;526;5;241;1;other;no
38;management;married;tertiary;no;-769;yes;no;cellular;27;jun;106;2;-1;0;unknown;no
42;admin.;divorced;tertiary;no;8303;yes;no;cellular;2;aug;175;1;-1;1;unknown;no
49;admin.;married;secondary;no;-609;no;no;cellular;22;aug;148;1;466;1;other;no
36;technician;single;tertiary;no;-527;yes;no;cellular;31;jan;532;1;191;0;other;no
45;admin.;married;secondary;no;1497;yes;no;cellular;13;jul;719;3;-1;0;unknown;no
37;management;married;secondary;no;825;no;no;cellular;10;nov;196;2;-1;1;unknown;no
39;retired;married;secondary;no;288;no;no;cellular;29;may;156;2;-1;1;unknown;no
49;blue-collar;married;secondary;no;-279;yes;no;cellular;15;jun;252;3;-1;0;unknown;no
19;technician;single;secondary;no;3250;no;no;cellular;29;sep;140;1;-1;0;unknown;no
26;blue-collar;married;tertiary;no;154;no;no;cellular;10;may;201;2;-1;2;unknown;no
24;technician;single;secondary;no;-671;yes;no;cellular;6;may;253;2;-1;0;unknown;no
18;services;single;secondary;no;2860;no;no;cellular;18;nov;255;1;-1;1;unknown;no
33;blue-collar;married;secondary;no;466;no;yes;cellular;12;jun;69;1;-1;0;unknown;no
48;blue-collar;married;secondary;no;2444;no;no;cellular;23;jun;193;1;783;0;other;no
37;blue-collar;single;tertiary;no;1044;yes;no;cellular;10;sep;838;1;-1;0;unknown;yes
42;management;single;secondary;no;11088;no;no;cellular;24;may;82;2;-1;1;unknown;no
51;blue-collar;married;secondary;no;-96;no;no;cellular;11;jun;323;1;-1;0;unknown;no
54;unknown;married;secondary;no;214;no;no;unknown;12;jun;301;1;-1;1;unknown;no
39;blue-collar;single;secondary;no;1353;yes;no;cellular;23;may;1001;3;-1;0;unknown;no
54;technician;married;secondary;no;-91;yes;no;cellular;9;may;313;2;-1;0;unknown;no
41;blue-collar;single;secondary;no;1547;no;yes;cellular;9;jun;793;1;-1;0;unknown;yes
31;unemployed;married;tertiary;no;-842;yes;no;unknown;17;jun;307;1;-1;0;unknown;no
34;blue-collar;single;primary;no;120;no;no;cellular;11;aug;188;1;-1;0;unknown;no
24;management;married;tertiary;no;89;yes;no;cellular;12;jul;319;1;95;0;other;no
31;management;single;secondary;no;54;no;no;cellular;11;jun;103;1;-1;0;unknown;no
36;blue-collar;married;secondary;no;-444;yes;no;cellular;20;jul;339;1;-1;1;unknown;no
48;technician;married;tertiary;no;1814;no;no;unknown;11;may;203;1;467;1;other;no
58;blue-collar;married;secondary;no;-238;no;no;cellular;19;aug;189;1;-1;1;unknown;no
25;management;single;primary;no;440;yes;no;cellular;8;aug;562;3;-1;0;unknown;no
44;management;married;tertiary;no;157;yes;no;cellular;28;nov;233;2;588;0;failure;no
29;retired;married;secondary;no;909;no;no;telephone;30;jul;49;1;-1;0;unknown;no
45;admin.;single;secondary;no;3687;no;no;telephone;1;nov;403;1;-1;0;unknown;no
39;blue-collar;married;primary;no;433;no;no;unknown;4;apr;464;1;-1;0;unknown;no
21;blue-collar;married;unknown;no;1644;yes;no;cellular;4;jul;1091;1;-1;1;unknown;yes
50;blue-collar;single;primary;no;368;no;yes;cellular;6;aug;338;2;-1;0;unknown;no
34;blue-collar;single;secondary;no;-239;no;no;unknown;25;apr;219;2;-1;1;unknown;yes
34;technician;single;tertiary;no;52;yes;no;cellular;8;may;408;1;-1;1;unknown;no
29;management;married;secondary;no;-74;yes;no;cellular;19;jun;109;5;-1;0;unknown;no
33;retired;married;secondary;no;1036;yes;no;unknown;8;aug;189;2;-1;0;unknown;no
44;entrepreneur;single;tertiary;no;320;no;no;cellular;2;jul;437;2;-1;1;unknown;no
38;blue-collar;married;primary;no;-404;no;no;unknown;3;apr;246;1;-1;0;unknown;yes
43;management;single;secondary;no;-22;yes;no;unknown;30;may;61;2;797;0;other;no
44;blue-collar;married;secondary;no;-662;yes;no;unknown;18;may;232;7;-1;1;unknown;no
54;entrepreneur;divorced;secondary;no;12;yes;no;unknown;21;may;316;2;163;0;other;no
36;management;single;secondary;no;198;yes;no;cellular;6;apr;239;3;406;0;success;no
24;management;married;secondary;no;5791;no;yes;unknown;16;jul;70;4;-1;0;unknown;no
51;unemployed;married;primary;no;3324;no;no;unknown;21;jun;24;1;-1;0;unknown;no
37;blue-collar;married;secondary;no;-510;yes;no;unknown;25;may;494;1;290;0;other;no
52;management;married;tertiary;yes;442;yes;yes;unknown;21;aug;458;3;-1;0;unknown;no
44;blue-collar;single;secondary;no;466;yes;no;telephone;19;aug;173;1;-1;0;unknown;no
39;entrepreneur;married;secondary;no;-29;no;no;unknown;20;may;167;4;589;1;failure;no
44;services;married;secondary;no;28;yes;no;telephone;12;jul;221;1;-1;0;unknown;no
60;blue-collar;married;secondary;no;-130;yes;no;cellular;22;may;511;4;-1;0;unknown;no
62;management;single;tertiary;no;6235;no;yes;telephone;10;may;319;2;-1;1;unknown;no
41;management;married;tertiary;no;-177;no;no;telephone;23;jul;680;1;-1;0;unknown;no
42;admin.;married;primary;no;642;no;no;cellular;15;aug;313;3;-1;1;unknown;no
51;technician;divorced;secondary;no;-813;yes;no;cellular;18;may;145;2;-1;1;unknown;no
31;management;married;tertiary;no;1599;yes;no;cellular;15;jul;178;4;-1;0;unknown;no
43;student;married;primary;no;2684;no;no;unknown;18;jul;414;1;119;1;other;no
40;management;divorced;secondary;no;-517;no;no;cellular;23;feb;791;4;-1;0;unknown;no
43;technician;married;primary;no;-243;no;no;cellular;9;aug;330;4;790;1;success;no
31;blue-collar;divorced;primary;no;822;no;no;cellular;15;feb;572;8;323;0;failure;yes
23;management;single;primary;no;218;yes;no;cellular;13;aug;382;1;-1;1;unknown;no
18;services;single;tertiary;no;848;no;no;telephone;1;nov;355;3;-1;0;unknown;no
28;entrepreneur;married;tertiary;no;-77;yes;yes;cellular;27;may;850;1;547;0;failure;no
35;entrepreneur;married;secondary;no;6168;yes;no;cellular;22;aug;122;1;-1;1;unknown;no
37;unknown;married;tertiary;no;-339;yes;no;unknown;2;jul;224;3;-1;1;unknown;yes
60;management;married;unknown;no;15281;yes;no;cellular;3;jun;195;4;-1;0;unknown;no
52;services;married;secondary;no;2897;yes;no;cellular;29;apr;283;1;-1;1;unknown;no
30;retired;married;tertiary;no;1620;yes;no;cellular;27;jun;80;1;-1;0;unknown;no
44;technician;single;secondary;no;-513;yes;no;telephone;23;may;273;4;-1;0;unknown;no
36;technician;married;secondary;no;1824;no;no;telephone;22;jun;168;1;-1;0;unknown;no
37;management;single;tertiary;no;1106;no;no;cellular;27;jun;177;1;46;0;other;no
42;blue-collar;divorced;tertiary;no;-768;yes;no;cellular;19;may;607;5;-1;0;unknown;yes
47;admin.;single;tertiary;no;-631;yes;no;cellular;1;may;152;6;-1;0;unknown;no
36;retired;single;primary;no;668;no;no;cellular;15;jun;1007;2;-1;1;unknown;yes
51;technician;single;secondary;no;60;yes;no;cellular;11;jul;320;2;-1;1;unknown;no
28;management;married;primary;no;-246;no;no;cellular;6;may;33;6;-1;0;unknown;no
40;blue-collar;married;tertiary;no;2326;yes;no;cellular;27;apr;573;4;-1;0;unknown;no
67;blue-collar;divorced;tertiary;no;-447;no;no;telephone;21;jan;23;6;-1;0;unknown;no
42;management;single;secondary;no;-204;yes;no;cellular;28;jul;100;1;-1;0;unknown;no
55;technician;single;secondary;no;-326;no;yes;cellular;4;mar;373;1;417;0;other;no
41;blue-collar;divorced;primary;no;927;yes;no;telephone;31;apr;238;1;-1;1;unknown;no
46;retired;married;secondary;no;-704;yes;yes;cellular;19;aug;456;1;-1;2;unknown;no
39;services;married;secondary;no;-233;yes;no;unknown;18;jun;178;1;-1;0;unknown;no
38;technician;single;tertiary;no;-704;yes;no;cellular;6;feb;177;1;-1;1;unknown;no
32;blue-collar;married;tertiary;no;-98;no;yes;telephone;20;jun;203;1;-1;0;unknown;no
45;technician;married;primary;no;1360;yes;no;cellular;19;jul;388;2;-1;0;unknown;no
31;retired;single;tertiary;no;1401;yes;no;telephone;22;may;464;1;44;1;failure;no
47;services;single;primary;no;-370;yes;no;unknown;5;jul;106;4;-1;0;unknown;no
51;admin.;married;secondary;no;969;yes;no;cellular;20;may;627;1;-1;1;unknown;no
44;management;single;tertiary;no;11;no;no;cellular;3;may;972;1;-1;0;unknown;yes
37;retired;married;primary;no;3377;no;no;unknown;3;jul;276;4;-1;1;unknown;no
45;blue-collar;divorced;tertiary;no;63;yes;yes;cellular;15;jul;341;1;-1;0;unknown;no
37;management;married;secondary;no;-844;no;no;cellular;4;may;168;3;-1;0;unknown;yes
50;management;single;secondary;no;1783;no;no;unknown;23;apr;556;2;-1;2;unknown;yes
21;management;married;tertiary;no;-207;yes;no;cellular;15;may;25;4;-1;0;unknown;no
36;admin.;married;tertiary;no;-66;no;no;cellular;8;jun;755;5;-1;0;unknown;yes
19;management;married;tertiary;no;634;yes;no;cellular;9;aug;699;2;-1;2;unknown;no
24;blue-collar;married;tertiary;no;-636;yes;no;cellular;16;oct;98;2;-1;1;unknown;no
54;technician;married;primary;no;282;yes;yes;cellular;19;may;149;1;-1;0;unknown;no
49;unemployed;single;secondary;no;972;no;no;cellular;25;may;245;2;-1;0;unknown;no
32;blue-collar;single;tertiary;no;678;no;no;telephone;18;jun;514;1;-1;1;unknown;no
24;blue-collar;married;tertiary;no;-298;yes;no;cellular;18;aug;72;2;-1;3;unknown;no
18;blue-collar;single;secondary;no;2057;no;no;unknown;19;nov;185;3;-1;0;unknown;no
34;management;single;secondary;no;-496;yes;no;unknown;19;may;421;1;-1;0;unknown;no
65;technician;single;tertiary;no;-313;no;no;unknown;11;may;90;1;-1;0;unknown;no
45;management;married;tertiary;no;57;yes;no;cellular;7;may;259;4;-1;1;unknown;no
34;admin.;married;secondary;no;574;yes;no;cellular;17;jun;298;3;-1;0;unknown;no
45;admin.;divorced;secondary;no;-107;yes;no;cellular;4;jul;119;2;-1;0;unknown;no
24;blue-collar;married;secondary;no;2847;yes;no;unknown;8;may;287;2;-1;0;unknown;no
37;technician;married;primary;no;573;yes;no;unknown;5;aug;306;1;-1;0;unknown;no
41;retired;single;tertiary;no;283;yes;no;cellular;16;may;166;1;-1;0;unknown;no
39;management;married;secondary;no;522;yes;no;unknown;31;may;63;1;-1;0;unknown;no
48;blue-collar;single;primary;no;1382;yes;no;cellular;28;may;57;5;-1;0;unknown;no
44;technician;married;secondary;no;495;yes;no;cellular;3;nov;400;7;583;1;failure;no
47;entrepreneur;single;secondary;no;-720;no;no;cellular;26;aug;400;1;-1;1;unknown;no
33;technician;divorced;secondary;no;2360;no;no;cellular;5;aug;211;5;-1;0;unknown;no
49;technician;divorced;tertiary;no;336;no;yes;telephone;29;aug;242;3;659;0;success;no
57;management;divorced;primary;no;1275;no;no;cellular;7;dec;187;4;-1;0;unknown;no
30;technician;single;secondary;no;-169;no;no;cellular;4;may;643;4;617;0;other;no
31;blue-collar;married;tertiary;no;-724;yes;no;cellular;25;may;190;2;-1;1;unknown;no
54;self-employed;divorced;tertiary;no;-788;yes;no;unknown;26;apr;870;3;375;2;other;no
38;admin.;divorced;primary;no;-473;yes;yes;unknown;13;aug;140;3;425;1;success;no
55;management;married;primary;no;940;yes;no;cellular;17;dec;559;5;-1;0;unknown;yes
35;blue-collar;married;tertiary;no;3115;no;no;cellular;25;jun;90;5;-1;0;unknown;no
55;admin.;married;secondary;no;583;no;no;cellular;27;jun;356;1;709;0;other;no
41;admin.;married;secondary;no;-517;no;yes;cellular;13;aug;79;1;-1;2;unknown;no
43;blue-collar;single;primary;no;-399;no;yes;cellular;25;may;168;1;-1;2;unknown;no
56;management;married;tertiary;no;3376;no;no;cellular;25;apr;551;1;-1;1;unknown;yes
36;management;married;tertiary;no;-604;yes;yes;cellular;25;aug;83;1;-1;1;unknown;no
30;blue-collar;married;primary;no;8071;yes;no;cellular;28;may;727;1;-1;0;unknown;yes
35;unknown;married;primary;no;6258;no;no;cellular;26;may;488;1;-1;0;unknown;no
45;technician;divorced;tertiary;no;8372;no;no;cellular;14;jul;485;1;-1;1;unknown;no
24;blue-collar;married;primary;no;705;yes;no;cellular;10;may;484;4;-1;0;unknown;no
47;management;married;secondary;no;-121;yes;yes;telephone;31;may;763;2;46;0;success;yes
34;self-employed;married;tertiary;no;666;no;no;cellular;14;may;357;1;-1;0;unknown;no
52;services;single;primary;no;1821;no;no;cellular;29;apr;167;1;-1;1;unknown;no
18;housemaid;single;secondary;no;-328;yes;yes;telephone;31;aug;422;6;-1;0;unknown;yes
32;services;married;secondary;no;-535;no;no;telephone;1;jul;261;4;58;4;success;no
22;blue-collar;married;tertiary;no;-74;yes;no;unknown;5;may;668;1;788;1;other;no
31;entrepreneur;married;tertiary;no;-393;no;no;cellular;18;jun;274;5;-1;0;unknown;no
