ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,State,Road_Condition,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Junction,Railway,Roundabout,Station,Stop,Traffic_Signal,Sunrise_Sunset
A-124,3,2017-10-29 06:27:00,2017-10-29 06:52:28.476994,32.661867,-99.542893,0.43,Austin,TX,Interstate,41.5,80.0,10.8,8.6,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-125,2,2018-08-24 11:51:00,2018-08-24 12:08:05.280584,38.855852,-88.707053,0.28,Rockford,IL,Interstate,43.6,51.0,8.8,5.8,0.0,Cloudy,False,False,True,False,False,False,False,True,False,Day
A-126,3,2020-09-01 14:47:00,2020-09-01 15:45:13.575694,33.2693,-110.097462,0.26,Tucson,AZ,Highway,69.1,55.0,8.2,1.7,0.0,Cloudy,False,False,False,True,False,False,False,False,False,Day
A-127,2,2018-03-29 21:54:00,2018-03-29 22:13:18.368292,41.565994,-80.973549,0.16,Philadelphia,PA,Urban Road,54.6,49.0,7.1,0.0,0.0,Fair,True,False,False,True,False,False,False,True,False,Night
A-128,2,2017-08-10 16:23:00,2017-08-10 18:24:14.288579,30.987978,-100.488638,0.64,Dallas,TX,Urban Road,38.7,59.0,10.5,15.2,0.0,Mostly Cloudy,False,True,False,False,False,False,False,True,False,Day
A-129,3,2018-05-01 19:48:00,2018-05-01 20:39:50.170894,27.676423,-81.496314,0.88,Orlando,FL,Rural Road,42.7,68.0,13.2,10.8,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-130,2,2021-10-21 19:28:00,2021-10-21 21:08:28.955383,35.6658,-120.33074,0.08,San Jose,CA,Interstate,55.5,49.0,10.9,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Night
A-131,3,2020-03-31 09:08:00,2020-03-31 10:14:57.666270,39.073996,-85.207019,0.33,Cleveland,OH,Urban Road,24.0,65.0,8.2,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-132,3,2020-04-14 21:46:00,2020-04-15 00:20:21.974814,37.325578,-79.137568,0.41,Arlington,VA,Urban Road,50.7,66.0,10.0,6.3,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Night
A-133,4,2021-06-09 11:21:00,2021-06-09 12:31:06.884220,31.153394,-97.809532,0.36,Houston,TX,Rural Road,53.9,72.0,2.0,2.1,0.0,Cloudy,False,False,False,False,False,False,False,True,False,Day
A-134,3,2022-02-23 15:54:00,2022-02-23 18:03:46.095762,46.846748,-121.327478,0.31,Seattle,WA,Urban Road,56.3,82.0,7.4,0.8,0.0,Fog,False,True,False,False,False,False,False,False,False,Day
A-135,3,2018-05-29 17:12:00,2018-05-29 17:36:37.102324,39.763503,-90.011997,0.37,Springfield,IL,Rural Road,76.3,57.0,9.0,6.9,0.0,Snow,False,False,False,False,False,False,False,True,True,Day
A-136,2,2019-01-04 18:27:00,2019-01-04 18:49:36.611209,32.726306,-112.449543,0.06,Tucson,AZ,Highway,97.1,42.0,7.1,7.3,0.0,Fair,True,False,False,False,False,False,False,False,False,Day
A-137,2,2022-03-25 09:28:00,2022-03-25 10:54:30.175443,28.4019,-82.010241,0.17,Tampa,FL,Highway,53.6,69.0,10.2,10.3,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,Day
A-138,2,2022-04-16 18:35:00,2022-04-16 19:16:23.595406,37.113566,-78.631375,0.07,Richmond,VA,Interstate,57.4,37.0,9.8,9.5,0.02,Rain,False,False,False,False,False,False,False,False,False,Day
A-139,2,2022-08-13 14:21:00,2022-08-13 15:30:03.907579,47.603181,-117.450992,0.76,Seattle,WA,Highway,42.6,67.0,8.0,5.7,0.09,Rain,False,False,False,True,False,False,False,False,False,Day
A-140,2,2021-05-19 02:27:00,2021-05-19 03:08:36.211069,28.918199,-101.534547,0.18,Dallas,TX,Highway,65.5,56.0,6.8,8.8,0.0,Snow,False,False,False,True,False,False,False,False,False,Night
A-141,3,2016-12-22 21:21:00,2016-12-22 22:40:58.659889,41.640133,-72.523431,0.97,Buffalo,NY,Urban Road,73.2,85.0,6.1,9.2,0.0,Mostly Cloudy,False,True,True,False,False,False,False,False,False,Night
A-142,2,2017-10-04 23:48:00,2017-10-05 01:50:32.949449,34.83763,-78.319109,0.09,Raleigh,NC,Urban Road,81.1,66.0,6.9,13.6,0.0,Cloudy,False,False,False,True,False,False,False,False,False,Night
A-143,2,2016-03-30 08:46:00,2016-03-30 09:04:59.996762,30.101365,-102.818975,0.53,San Antonio,TX,Urban Road,62.9,70.0,7.1,3.4,0.0,Light Rain,False,False,True,False,False,False,False,False,False,Day
A-144,2,2018-12-26 15:03:00,2018-12-26 16:11:50.808087,40.870938,-78.767424,0.32,Philadelphia,PA,Highway,47.9,60.0,11.2,2.1,0.0,Fair,False,False,False,True,False,False,False,False,False,Day
A-145,3,2021-09-07 13:08:00,2021-09-07 13:58:12.630380,34.104082,-112.907792,0.11,Phoenix,AZ,Rural Road,81.4,56.0,5.7,11.2,0.0,Fog,False,False,False,False,False,False,False,False,True,Day
A-146,2,2021-03-26 17:46:00,2021-03-26 18:33:37.948820,38.432142,-118.400383,0.5,San Jose,CA,Interstate,49.1,88.0,4.8,1.6,0.0,Fog,False,False,True,True,False,False,False,False,False,Day
A-147,2,2018-08-03 18:07:00,2018-08-03 18:48:29.338715,31.770606,-82.209917,0.08,Augusta,GA,Highway,47.8,55.0,11.8,10.4,0.0,Fair,False,False,True,True,False,False,False,False,False,Day
A-148,3,2017-06-15 18:32:00,2017-06-15 19:31:25.726353,41.756275,-77.055206,0.19,Allentown,PA,Rural Road,74.4,45.0,9.1,5.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-149,3,2016-07-07 07:19:00,2016-07-07 08:18:07.227829,29.187316,-98.870364,0.48,San Antonio,TX,Urban Road,27.6,51.0,8.0,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-150,3,2017-05-06 13:06:00,2017-05-06 13:53:32.624879,40.021363,-87.981578,1.29,Rockford,IL,Highway,68.3,54.0,5.7,3.0,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-151,3,2022-03-12 08:43:00,2022-03-12 09:56:07.996898,35.352757,-112.955168,0.27,Phoenix,AZ,Urban Road,71.0,93.0,9.2,9.2,0.0,Fair,True,False,False,False,False,False,False,True,False,Day
A-152,4,2022-09-10 20:04:00,2022-09-10 20:52:09.716202,41.28907,-76.680273,0.29,Pittsburgh,PA,Rural Road,41.5,70.0,11.6,15.1,0.0,Fair,False,False,False,True,False,False,False,False,False,Night
A-153,2,2019-08-07 09:58:00,2019-08-07 11:39:27.456260,31.513202,-82.993387,0.2,Savannah,GA,Interstate,92.2,56.0,11.4,3.4,0.0,Fog,False,False,False,True,False,False,False,False,False,Day
A-154,2,2020-12-01 09:28:00,2020-12-01 10:41:17.694409,37.438674,-79.363842,0.02,Virginia Beach,VA,Urban Road,61.2,32.0,15.0,3.9,0.0,Fog,False,False,False,False,False,False,False,False,False,Day
A-155,3,2016-06-05 21:31:00,2016-06-05 22:01:36.239443,47.206411,-120.646583,0.57,Seattle,WA,Rural Road,44.8,100.0,9.6,12.2,0.0,Fair,False,False,False,False,False,False,False,False,True,Night
A-156,2,2017-05-09 17:34:00,2017-05-09 18:07:39.182494,43.235616,-74.293521,0.22,New York,NY,Highway,38.0,45.0,12.7,11.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-157,4,2017-03-23 15:13:00,2017-03-23 15:35:25.358665,36.791973,-80.04674,0.37,Durham,NC,Rural Road,63.3,100.0,6.8,0.1,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-158,2,2019-10-28 15:36:00,2019-10-28 15:51:49.792841,42.330139,-79.181549,0.09,Pittsburgh,PA,Interstate,74.9,67.0,4.9,21.5,0.0,Fair,False,False,False,False,False,False,True,False,True,Day
A-159,3,2016-06-13 21:41:00,2016-06-13 22:51:13.364463,29.411989,-82.01172,0.31,Tampa,FL,Rural Road,54.8,38.0,6.2,3.8,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-160,2,2017-03-06 07:59:00,2017-03-06 08:48:20.724035,47.581439,-121.466038,0.05,Seattle,WA,Highway,79.9,54.0,11.0,10.3,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-161,2,2016-05-31 08:07:00,2016-05-31 08:48:27.671719,36.34194,-120.161531,0.04,San Diego,CA,Interstate,84.6,69.0,5.0,13.7,0.0,Light Rain,False,False,False,False,False,False,False,False,True,Day
A-162,2,2017-05-09 17:36:00,2017-05-09 18:52:40.867666,37.956085,-117.227489,0.06,San Jose,CA,Interstate,25.9,58.0,5.7,9.9,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,True,Day
A-163,4,2020-07-15 20:48:00,2020-07-15 21:46:47.876986,40.749505,-88.666154,0.26,Springfield,IL,Urban Road,53.8,81.0,7.1,8.2,0.0,Light Rain,False,False,False,False,False,False,False,True,False,Night
A-164,2,2019-10-18 10:00:00,2019-10-18 10:55:23.498536,40.731733,-83.391301,0.23,Cleveland,OH,Urban Road,63.4,46.0,11.4,6.6,0.02,Heavy Rain,False,False,False,False,False,False,False,False,False,Day
A-165,2,2017-07-11 12:48:00,2017-07-11 13:43:55.500276,29.031552,-82.073829,0.75,Orlando,FL,Interstate,59.9,52.0,9.6,13.3,0.0,Fair,False,True,False,False,False,False,False,False,False,Day
A-166,4,2021-07-03 09:12:00,2021-07-03 10:38:09.325742,40.849064,-75.249401,0.13,Albany,NY,Highway,36.0,80.0,10.8,9.9,0.0,Fair,False,False,False,True,False,False,False,False,False,Day
A-167,2,2023-02-08 13:43:00,2023-02-08 14:37:58.523524,40.631799,-89.17776,0.28,Chicago,IL,Highway,65.1,44.0,8.5,4.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,True,False,Day
A-168,3,2017-09-19 12:38:00,2017-09-19 13:05:20.216162,40.723729,-88.621194,0.28,Rockford,IL,Urban Road,76.4,82.0,9.7,23.3,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-169,2,2017-05-11 07:02:00,2017-05-11 08:41:06.633765,40.086932,-88.663544,0.01,Springfield,IL,Highway,57.1,65.0,12.1,0.0,0.08,Rain,False,False,False,False,False,False,False,False,False,Day
A-170,3,2017-06-21 08:03:00,2017-06-21 08:11:12.147240,36.360865,-118.967225,0.68,Sacramento,CA,Urban Road,56.1,74.0,10.6,11.6,0.0,Fair,False,False,True,False,False,False,False,False,False,Day
A-171,2,2022-10-30 08:13:00,2022-10-30 08:59:02.941912,28.396779,-83.417761,0.04,Jacksonville,FL,Interstate,47.3,98.0,9.3,1.4,0.0,Cloudy,False,False,False,False,False,False,False,False,True,Day
A-172,2,2016-09-25 18:22:00,2016-09-25 19:04:51.732604,34.510413,-120.567124,0.41,Los Angeles,CA,Highway,72.4,89.0,8.1,10.2,0.0,Fair,False,False,False,False,False,False,False,True,True,Day
A-173,2,2016-02-26 08:49:00,2016-02-26 10:20:47.728695,36.466601,-79.947748,0.25,Arlington,VA,Urban Road,63.2,100.0,8.7,5.8,0.0,Snow,False,False,False,False,False,False,False,False,True,Day
A-174,4,2020-04-23 18:43:00,2020-04-23 18:53:41.124692,40.26104,-78.447331,0.17,Pittsburgh,PA,Interstate,68.0,44.0,7.0,8.4,0.02,Rain,False,False,False,False,True,False,False,False,False,Day
A-175,3,2016-11-10 15:48:00,2016-11-10 17:45:31.512601,33.699318,-113.252178,0.2,Mesa,AZ,Interstate,86.7,73.0,8.7,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-176,2,2019-08-26 16:51:00,2019-08-26 17:33:38.393516,30.544344,-100.620425,0.2,Dallas,TX,Interstate,72.8,48.0,6.1,6.3,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-177,3,2020-04-09 18:15:00,2020-04-09 18:48:41.536889,34.052468,-79.978956,0.4,Raleigh,NC,Highway,78.0,47.0,9.5,5.1,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-178,4,2016-07-16 12:36:00,2016-07-16 14:01:19.918701,28.309224,-80.709124,0.39,Jacksonville,FL,Interstate,102.6,15.0,6.2,7.1,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-179,2,2020-07-31 18:32:00,2020-07-31 18:54:07.294655,36.640555,-117.816075,1.31,San Jose,CA,Urban Road,68.5,92.0,5.5,3.8,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-180,2,2018-12-01 16:14:00,2018-12-01 17:12:30.745898,30.845949,-97.454557,0.75,Houston,TX,Highway,58.4,45.0,8.6,14.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-181,2,2023-01-24 18:24:00,2023-01-24 19:02:15.268656,35.741282,-80.169112,0.09,Charlotte,NC,Highway,75.8,71.0,6.6,12.4,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-182,3,2021-08-04 10:34:00,2021-08-04 10:54:09.620978,36.734098,-119.764378,0.28,San Diego,CA,Interstate,38.6,49.0,13.0,7.4,0.01,Thunderstorm,False,False,False,False,False,False,False,False,True,Day
A-183,2,2021-10-01 16:45:00,2021-10-01 18:02:38.066029,32.278018,-99.893047,0.16,Austin,TX,Urban Road,59.5,30.0,9.8,6.2,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-184,2,2016-01-05 14:39:00,2016-01-05 15:05:23.404252,27.122727,-84.829453,0.01,Orlando,FL,Urban Road,59.1,94.0,3.0,6.9,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-185,3,2022-05-02 17:10:00,2022-05-02 17:20:59.684349,31.059765,-99.901097,0.3,Dallas,TX,Interstate,75.5,28.0,8.2,2.4,0.1,Thunderstorm,False,False,False,False,False,False,False,False,False,Day
A-186,2,2023-01-02 06:51:00,2023-01-02 07:32:40.874726,35.369736,-117.939663,0.09,San Diego,CA,Highway,50.4,80.0,7.7,12.4,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-187,2,2018-10-03 12:03:00,2018-10-03 12:35:11.430117,32.226256,-83.683799,0.3,Augusta,GA,Urban Road,55.6,30.0,8.8,18.6,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-188,3,2017-07-24 14:21:00,2017-07-24 15:07:21.221567,44.153383,-75.729282,0.29,Buffalo,NY,Interstate,82.7,85.0,10.3,5.6,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-189,4,2019-09-27 13:17:00,2019-09-27 13:58:53.538640,27.612118,-81.668164,0.24,Tampa,FL,Rural Road,65.0,50.0,7.6,5.0,0.01,Thunderstorm,False,False,False,False,False,False,False,False,False,Day
A-190,2,2019-11-24 11:10:00,2019-11-24 11:55:12.170078,30.010786,-102.756974,0.15,San Antonio,TX,Interstate,74.7,56.0,8.9,10.4,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-191,2,2018-07-08 16:37:00,2018-07-08 17:54:23.205516,31.036953,-99.800693,0.01,Austin,TX,Urban Road,67.1,40.0,10.5,6.7,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-192,3,2016-09-07 23:54:00,2016-09-08 01:24:49.289967,32.561646,-83.603846,0.06,Savannah,GA,Highway,45.9,75.0,8.2,8.1,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Night
A-193,2,2019-08-15 00:38:00,2019-08-15 01:08:11.510660,43.09998,-74.581554,0.38,New York,NY,Urban Road,65.7,28.0,5.9,5.4,0.0,Fair,False,False,False,False,False,True,False,False,False,Night
A-194,2,2021-07-12 17:51:00,2021-07-12 18:02:30.930489,43.330909,-75.076262,0.67,New York,NY,Highway,52.5,61.0,9.5,14.2,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-195,3,2018-08-31 11:55:00,2018-08-31 13:03:54.080665,37.721156,-118.372909,0.17,Los Angeles,CA,Interstate,50.8,40.0,9.5,8.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-196,4,2022-02-09 20:37:00,2022-02-09 21:49:03.571861,28.907973,-81.161657,0.03,Jacksonville,FL,Rural Road,75.3,40.0,14.4,9.9,0.0,Fair,False,False,True,False,False,False,False,False,False,Night
A-197,2,2021-12-07 12:43:00,2021-12-07 12:53:44.358792,35.859082,-79.658082,0.06,Raleigh,NC,Urban Road,70.6,71.0,7.1,9.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-198,2,2022-09-24 13:37:00,2022-09-24 14:03:46.356093,35.794259,-119.989733,0.09,San Diego,CA,Interstate,80.2,77.0,9.3,12.5,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-199,2,2021-01-15 20:59:00,2021-01-15 21:44:53.635057,36.62734,-78.459639,0.14,Richmond,VA,Interstate,93.0,33.0,8.3,7.4,0.01,Rain,False,False,False,False,False,False,False,False,False,Night
A-200,2,2016-10-11 19:55:00,2016-10-11 22:27:18.377979,36.538903,-119.62926,0.34,San Diego,CA,Urban Road,45.8,37.0,12.9,6.2,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,Night
A-201,3,2018-11-25 16:13:00,2018-11-25 17:48:02.048757,37.954719,-78.987115,0.03,Richmond,VA,Urban Road,82.5,59.0,11.8,12.7,0.0,Fog,False,False,False,False,False,False,False,False,True,Day
A-202,2,2016-03-05 21:39:00,2016-03-05 22:32:30.128815,37.230655,-119.360674,0.43,Los Angeles,CA,Highway,52.9,83.0,8.1,15.8,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Night
A-203,2,2016-02-03 13:39:00,2016-02-03 15:27:04.325386,41.566177,-78.523921,0.85,Allentown,PA,Interstate,55.3,79.0,6.5,13.7,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-204,3,2019-11-23 18:29:00,2019-11-23 19:13:40.192488,37.860018,-79.66641,0.54,Arlington,VA,Interstate,42.7,66.0,4.2,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-205,2,2022-04-14 21:48:00,2022-04-14 22:03:59.832411,42.838172,-74.294893,0.67,Rochester,NY,Highway,69.8,49.0,7.7,7.2,0.0,Snow,False,False,False,True,False,False,False,True,True,Night
A-206,2,2016-01-31 00:05:00,2016-01-31 00:51:11.459137,36.021761,-79.731086,0.56,Durham,NC,Interstate,88.8,40.0,14.1,8.8,0.0,Cloudy,False,False,False,True,False,False,False,False,False,Night
A-207,4,2021-08-17 15:28:00,2021-08-17 16:23:01.299624,31.664965,-113.482399,0.61,Phoenix,AZ,Interstate,55.1,54.0,11.4,11.3,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-208,2,2017-11-23 19:09:00,2017-11-23 19:18:57.996457,36.568922,-78.902477,0.07,Virginia Beach,VA,Urban Road,58.9,23.0,9.5,6.8,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-209,2,2019-11-27 14:36:00,2019-11-27 15:02:10.943942,44.934716,-77.01168,0.43,Buffalo,NY,Urban Road,44.4,75.0,8.4,9.4,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-210,3,2022-01-11 19:30:00,2022-01-11 19:57:59.152918,41.197037,-82.519383,1.08,Columbus,OH,Highway,61.6,53.0,10.5,6.0,0.0,Fog,False,False,False,False,False,False,False,False,False,Night
A-211,2,2021-07-12 20:52:00,2021-07-12 22:09:08.896743,32.088822,-100.805101,0.56,Houston,TX,Highway,62.4,37.0,11.7,4.7,0.0,Fair,False,False,False,False,False,False,False,False,True,Night
A-212,2,2022-04-12 10:41:00,2022-04-12 11:44:11.010619,28.501142,-80.874831,0.08,Jacksonville,FL,Interstate,62.0,62.0,11.5,2.3,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-213,2,2017-10-18 12:45:00,2017-10-18 14:52:48.952240,27.740928,-82.559073,0.68,Orlando,FL,Interstate,63.8,58.0,12.3,10.8,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-214,2,2016-05-05 06:54:00,2016-05-05 07:05:58.023428,42.163999,-75.0847,0.86,Rochester,NY,Highway,82.7,41.0,9.8,14.2,0.0,Cloudy,True,False,False,False,False,False,False,False,False,Day
A-215,3,2021-05-12 21:19:00,2021-05-12 21:51:56.825114,37.267416,-120.653363,0.09,San Diego,CA,Urban Road,52.5,34.0,8.2,7.6,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Night
A-216,4,2017-12-07 10:59:00,2017-12-07 11:48:49.148747,38.168742,-79.485166,0.21,Arlington,VA,Interstate,48.8,81.0,10.6,14.3,0.06,Rain,False,False,False,False,False,False,False,True,False,Day
A-217,2,2022-04-06 13:43:00,2022-04-06 13:56:02.020897,36.106491,-118.024952,0.49,Los Angeles,CA,Urban Road,47.0,76.0,8.7,3.0,0.0,Cloudy,False,False,False,True,False,False,False,False,False,Day
A-218,2,2016-02-13 07:08:00,2016-02-13 07:17:29.923715,33.129577,-85.096544,0.31,Augusta,GA,Interstate,77.1,73.0,9.6,8.5,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-219,3,2017-04-26 17:39:00,2017-04-26 18:01:46.535248,35.769514,-119.998997,0.21,Los Angeles,CA,Interstate,65.1,37.0,10.0,13.7,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-220,4,2020-03-08 15:54:00,2020-03-08 16:48:27.180548,47.026049,-121.640482,1.26,Tacoma,WA,Rural Road,77.1,46.0,14.1,9.8,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-221,4,2022-02-21 07:16:00,2022-02-21 07:25:11.911308,40.038183,-89.070325,0.27,Rockford,IL,Urban Road,48.1,63.0,11.0,5.9,0.0,Cloudy,False,False,True,False,False,False,False,False,False,Day
A-222,3,2019-02-11 14:08:00,2019-02-11 14:51:59.062342,40.190044,-82.395643,0.17,Columbus,OH,Highway,45.3,81.0,13.7,6.2,0.01,Rain,False,False,False,False,False,False,False,False,False,Day
A-223,2,2018-05-27 20:51:00,2018-05-27 22:51:31.382152,36.772328,-118.656231,0.03,San Diego,CA,Interstate,64.3,91.0,7.8,2.0,0.02,Rain,False,False,True,False,False,False,False,False,False,Night
A-224,3,2016-11-10 16:17:00,2016-11-10 16:24:59.838103,37.645473,-119.395614,0.29,Los Angeles,CA,Interstate,48.2,71.0,8.9,11.3,0.0,Heavy Rain,False,False,False,False,False,False,False,False,True,Day
A-225,2,2020-02-21 17:21:00,2020-02-21 18:08:00.896456,31.817773,-101.835953,0.24,Austin,TX,Interstate,78.0,53.0,12.0,11.7,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-226,3,2019-05-23 11:52:00,2019-05-23 12:07:15.841889,29.876074,-80.485433,0.35,Tampa,FL,Rural Road,29.5,75.0,11.6,16.6,0.0,Cloudy,False,True,False,False,False,False,False,False,False,Day
A-227,2,2021-06-15 17:16:00,2021-06-15 17:57:17.859997,30.452922,-100.284366,0.32,San Antonio,TX,Interstate,67.1,64.0,12.0,0.0,0.0,Rain,False,False,True,False,False,False,False,False,False,Day
A-228,3,2020-06-25 19:03:00,2020-06-25 20:42:18.960753,30.202131,-99.55446,0.39,Austin,TX,Urban Road,89.8,33.0,8.8,3.4,0.06,Thunderstorm,False,False,False,False,False,False,False,False,False,Night
A-229,3,2019-02-23 19:20:00,2019-02-23 20:10:36.840958,42.682649,-76.064708,0.04,Buffalo,NY,Interstate,57.5,62.0,7.2,12.5,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,Night
A-230,2,2021-07-03 12:08:00,2021-07-03 12:39:44.215281,31.70801,-99.139325,0.1,Houston,TX,Urban Road,79.7,17.0,10.5,10.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-231,3,2017-07-04 21:41:00,2017-07-04 22:45:41.773914,35.853033,-119.955432,0.14,San Diego,CA,Urban Road,39.0,43.0,7.9,10.7,0.0,Fair,True,False,False,False,False,False,False,False,False,Night
A-232,2,2017-11-16 20:00:00,2017-11-16 20:14:37.593146,29.137662,-83.509284,0.45,Orlando,FL,Urban Road,73.8,48.0,9.2,4.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Night
A-233,2,2018-02-20 10:55:00,2018-02-20 12:02:24.089708,39.204868,-119.107358,0.46,San Jose,CA,Highway,67.0,79.0,8.3,13.9,0.0,Fair,False,False,False,True,False,False,False,False,True,Day
A-234,2,2020-09-03 17:02:00,2020-09-03 18:16:26.764809,29.89229,-100.282106,0.05,Houston,TX,Urban Road,66.3,38.0,4.8,2.2,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
